target_id,period,true_label
10797460,9.48803557,CANDIDATE
10797460,54.4183827,CANDIDATE
10811496,19.89913995,CANDIDATE
10848459,1.736952453,FALSE_POSITIVE
10854555,2.525591777,CANDIDATE
10872983,11.09432054,CANDIDATE
10872983,4.13443512,CANDIDATE
10872983,2.56658897,CANDIDATE
6721123,7.36178958,FALSE_POSITIVE
10910878,16.06864674,CANDIDATE
11446443,2.470613377,CANDIDATE
10666592,2.204735417,CANDIDATE
6922244,3.522498429,CANDIDATE
10984090,3.709214104,CANDIDATE
10419211,11.521446064,FALSE_POSITIVE
10464078,19.40393776,FALSE_POSITIVE
10480982,19.221388942,FALSE_POSITIVE
10485250,16.46983774,FALSE_POSITIVE
10526549,9.27358173,CANDIDATE
10583066,6.02930329,CANDIDATE
10583180,2.696370652,FALSE_POSITIVE
10601284,5.349553819,CANDIDATE
10601284,3.94105221,CANDIDATE
10601284,8.10904807,CANDIDATE
2306756,386.6030528,FALSE_POSITIVE
10662202,21.67699193,CANDIDATE
10682541,4.99677968,CANDIDATE
11460018,4.280963604,CANDIDATE
11463211,1.50635409,FALSE_POSITIVE
11465813,670.645531,FALSE_POSITIVE
11493732,61.2563628,FALSE_POSITIVE
11507101,38.3775486,CANDIDATE
10910878,41.19725502,CANDIDATE
10910878,6.252962249,CANDIDATE
10987985,16.01308419,CANDIDATE
11018648,32.62876672,CANDIDATE
11018648,91.7732862,CANDIDATE
11138155,4.959319244,CANDIDATE
11152159,2.701287801,FALSE_POSITIVE
11153539,4.49876511,CANDIDATE
11242721,19.651209505,FALSE_POSITIVE
9579641,5.412203927,CANDIDATE
11304958,41.43958662,CANDIDATE
11391957,8.35389523,CANDIDATE
11403044,4.125543472,CANDIDATE
11414511,2.816504904,CANDIDATE
11442465,33.93373447,FALSE_POSITIVE
12110942,3.689920099,CANDIDATE
12366084,4.431238488,CANDIDATE
12366084,11.37936986,CANDIDATE
12404086,26.39432897,CANDIDATE
8395660,13.57078281,CANDIDATE
9579641,7.12594387,CANDIDATE
11656840,7.442652004,FALSE_POSITIVE
11754553,16.38489988,CANDIDATE
11754553,7.8774163,CANDIDATE
11754553,36.4454001,CANDIDATE
11812062,3.728732147,CANDIDATE
11818800,40.4195037,CANDIDATE
11853255,2.243380573,CANDIDATE
11909839,10.405998015,FALSE_POSITIVE
11918099,2.337437946,CANDIDATE
11918099,7.2406612,CANDIDATE
9579641,3.43591631,CANDIDATE
11923270,11.59822233,CANDIDATE
11960862,6.575315881,CANDIDATE
12020329,7.275040844,CANDIDATE
12066335,19.27153892,CANDIDATE
12066335,10.06524317,CANDIDATE
12070811,12.3935651,CANDIDATE
8395660,43.84439721,CANDIDATE
3120431,3.341913228,FALSE_POSITIVE
3246984,1.626630225,FALSE_POSITIVE
3342970,2.711504086,CANDIDATE
3342970,7.21203748,CANDIDATE
12459725,14.1798187,FALSE_POSITIVE
12470844,8.47237911,CANDIDATE
12470844,60.4189369,CANDIDATE
12644822,12.611904345,CANDIDATE
2440757,1.433769925,FALSE_POSITIVE
2445129,10.31872301,FALSE_POSITIVE
2713049,2.539183147,CANDIDATE
3114167,6.770300385,CANDIDATE
3114661,0.444291966,FALSE_POSITIVE
3115833,10.181584004,CANDIDATE
4139816,20.06036336,CANDIDATE
4139816,46.1842039,CANDIDATE
8395660,23.9800854,CANDIDATE
4139816,7.82502168,CANDIDATE
4275191,3.895936525,CANDIDATE
4476123,22.36646466,CANDIDATE
3351888,1.625522174,CANDIDATE
3453214,19.620346923,CANDIDATE
3554600,7.544039,FALSE_POSITIVE
3641726,9.02930689,CANDIDATE
3734868,10.328035714,FALSE_POSITIVE
3832474,143.2063047,CANDIDATE
8395660,6.164876,CANDIDATE
3832474,60.32494216,CANDIDATE
3832474,29.1598615,CANDIDATE
3836375,1.540397253,FALSE_POSITIVE
3838486,2.99025443,FALSE_POSITIVE
3935914,1.594745374,CANDIDATE
3940418,4.783002698,CANDIDATE
4049131,20.50588921,CANDIDATE
4139816,3.340218842,CANDIDATE
5287983,2.507089906,FALSE_POSITIVE
5358241,18.64932728,CANDIDATE
10875245,4.90144976,CANDIDATE
5358241,9.75192101,CANDIDATE
5358241,38.5576546,CANDIDATE
5358624,3.525632539,CANDIDATE
4544670,34.84398644,CANDIDATE
4664847,7.748094239,CANDIDATE
4725681,23.96793669,CANDIDATE
4725681,8.29561738,CANDIDATE
4913852,8.11437482,CANDIDATE
4932348,38.036729482,FALSE_POSITIVE
4936180,4.64090031,CANDIDATE
11913073,3.747838198,FALSE_POSITIVE
10875245,14.74914825,CANDIDATE
5021899,21.81295996,CANDIDATE
5077629,7.91936937,FALSE_POSITIVE
5115978,1.028436523,CANDIDATE
5164255,15.37562369,CANDIDATE
5252423,8.10363271,CANDIDATE
5252423,4.71510843,CANDIDATE
5272878,6.365839713,CANDIDATE
5283542,5.97581754,FALSE_POSITIVE
5649215,2.446737317,FALSE_POSITIVE
5651104,3.04033046,CANDIDATE
5792202,15.33528675,CANDIDATE
10875245,7.95825328,CANDIDATE
5792202,31.33046135,CANDIDATE
5370302,3.9043425,FALSE_POSITIVE
5372966,9.286358079,FALSE_POSITIVE
5376067,3.951405455,FALSE_POSITIVE
5436502,23.65369415,CANDIDATE
5436502,13.23352214,CANDIDATE
5436502,6.15560285,CANDIDATE
5436502,2.090811305,CANDIDATE
10875245,3.180027898,CANDIDATE
5436502,50.4467417,CANDIDATE
5456651,11.76307164,CANDIDATE
5456651,56.2279271,CANDIDATE
5481416,2.384052875,FALSE_POSITIVE
5531576,7.953547,CANDIDATE
5531576,4.14451656,CANDIDATE
5534814,4.859386384,FALSE_POSITIVE
6291653,10.526294577,CANDIDATE
6392727,4.583520948,CANDIDATE
6422070,3.76181843,CANDIDATE
6428700,8.20396958,CANDIDATE
6428700,14.49645186,CANDIDATE
5792202,6.54626149,CANDIDATE
5794379,12.71809866,CANDIDATE
5794379,36.06588163,CANDIDATE
5881688,4.190425659,CANDIDATE
6022556,3.709870784,CANDIDATE
6032497,16.3297527,CANDIDATE
6061119,27.807566216,CANDIDATE
6191521,80.8723469,CANDIDATE
6267425,3.166465862,FALSE_POSITIVE
3531558,24.99324319,CANDIDATE
6276477,10.35533116,CANDIDATE
6863998,16.08518937,CANDIDATE
6867155,235.9986399,CANDIDATE
6948054,7.49018305,CANDIDATE
6948054,36.2761238,CANDIDATE
6948054,17.46087931,CANDIDATE
6435936,56.0560754,CANDIDATE
6522242,41.408316686,CANDIDATE
6526710,39.74893077,CANDIDATE
6587280,5.715425977,CANDIDATE
9471974,49.18394185,CANDIDATE
6587280,20.0261412,CANDIDATE
6599919,13.61014819,CANDIDATE
6675056,10.44331991,FALSE_POSITIVE
6685526,2.237489571,CANDIDATE
6756669,5.851520671,FALSE_POSITIVE
6784235,3.167893418,CANDIDATE
6849310,4.311780262,CANDIDATE
6849310,20.0504494,CANDIDATE
6849310,9.76734503,CANDIDATE
6862328,119.0207044,CANDIDATE
9471974,190.3200468,CANDIDATE
6862603,2.861159894,FALSE_POSITIVE
7366258,26.44439337,CANDIDATE
7366258,51.53997972,CANDIDATE
7366258,5.902245782,CANDIDATE
7366258,2.382951591,CANDIDATE
7373451,21.02250608,CANDIDATE
6948054,3.219814777,CANDIDATE
6949607,5.912273234,CANDIDATE
6949607,8.98581901,CANDIDATE
7031517,12.940668656,CANDIDATE
11869052,20.5452375,FALSE_POSITIVE
7109675,33.60123371,CANDIDATE
7109675,6.76652928,CANDIDATE
7118364,4.347288783,CANDIDATE
7134976,4.601811819,CANDIDATE
7134976,11.18719905,CANDIDATE
7135852,4.220965778,CANDIDATE
7270230,6.998099523,FALSE_POSITIVE
7287995,5.95489993,CANDIDATE
7287995,12.03987488,CANDIDATE
